"Arquivo","Linha","CodigoTS","Categoria","Severidade","DescricaoResumida","Modulo","IsTeste"
"src/checklists/checklists.service.spec.ts","276","TS2352","CAT-6","🟢 Teste","Conversion of type '{ id: string; company_id: string; titulo: string; data: Date; site_id: string; inspetor_id: string; is_modelo: false; pdf_file_key: null; created_at: Date; }' to type 'Checklist' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","checklists","True"
"src/checklists/checklists.service.spec.ts","295","TS2722","CAT-6","🟢 Teste","Cannot invoke an object which is possibly 'undefined'.","checklists","True"
"src/checklists/checklists.service.spec.ts","295","TS2554","CAT-6","🟢 Teste","Expected 2 arguments, but got 1.","checklists","True"
"src/checklists/checklists.service.spec.ts","351","TS2722","CAT-6","🟢 Teste","Cannot invoke an object which is possibly 'undefined'.","checklists","True"
"src/checklists/checklists.service.spec.ts","351","TS2345","CAT-6","🟢 Teste","Argument of type '{ getRepository: jest.Mock<{ softDelete: jest.Mock<any, any, any>; }, [], any>; }' is not assignable to parameter of type 'EntityManager'.","checklists","True"
"src/checklists/checklists.service.spec.ts","367","TS2352","CAT-6","🟢 Teste","Conversion of type '{ id: string; company_id: string; titulo: string; data: Date; site_id: string; inspetor_id: string; is_modelo: false; pdf_file_key: null; }' to type 'Checklist' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","checklists","True"
"src/checklists/checklists.service.spec.ts","395","TS2352","CAT-6","🟢 Teste","Conversion of type '{ id: string; company_id: string; titulo: string; data: Date; site_id: string; inspetor_id: string; is_modelo: false; pdf_file_key: null; }' to type 'Checklist' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","checklists","True"
"src/checklists/checklists.service.spec.ts","435","TS2352","CAT-6","🟢 Teste","Conversion of type '{ titulo: string; data: string; company_id: string; itens: never[]; is_modelo: false; }' to type 'CreateChecklistDto' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","checklists","True"
"src/checklists/checklists.service.spec.ts","811","TS2352","CAT-6","🟢 Teste","Conversion of type 'ChecklistItemDto[]' to type 'Record<string, unknown>[]' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","checklists","True"
"src/checklists/checklists.service.spec.ts","1610","TS2554","CAT-6","🟢 Teste","Expected 16 arguments, but got 15.","checklists","True"
"src/checklists/checklists.service.spec.ts","1679","TS2352","CAT-6","🟢 Teste","Conversion of type '{ id: string; titulo: string; company_id: string; data: Date; pdf_file_key: null; }' to type 'Checklist' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","checklists","True"
"src/common/database/database-connection.manager.spec.ts","63","TS2322","CAT-6","🟢 Teste","Type '{ connect: jest.Mock<any, any, any>; query: jest.Mock<any, any, any>; release: jest.Mock<any, any, any>; }' is not assignable to type 'QueryRunnerMock'.","common","True"
"src/common/database/database-connection.manager.spec.ts","122","TS2322","CAT-6","🟢 Teste","Type '{ connect: jest.Mock<any, any, any>; query: jest.Mock<any, any, any>; release: jest.Mock<any, any, any>; }' is not assignable to type 'QueryRunnerMock'.","common","True"
"src/common/database/migration-startup.guard.spec.ts","93","TS2740","CAT-6","🟢 Teste","Type '{ name: string; }' is missing the following properties from type 'Function': apply, call, bind, prototype, and 4 more.","common","True"
"src/common/guards/advanced-throttler.guard.spec.ts","7","TS2345","CAT-6","🟢 Teste","Argument of type '{}' is not assignable to parameter of type 'ThrottlerModuleOptions'.","common","True"
"src/common/redis/redis.provider.p1.spec.ts","51","TS2339","CAT-6","🟢 Teste","Property 'provide' does not exist on type 'Provider'.","common","True"
"src/common/redis/redis.provider.p1.spec.ts","55","TS2339","CAT-6","🟢 Teste","Property 'provide' does not exist on type 'Provider'.","common","True"
"src/common/redis/redis.provider.p1.spec.ts","59","TS2339","CAT-6","🟢 Teste","Property 'provide' does not exist on type 'Provider'.","common","True"
"src/common/redis/redis.provider.p1.spec.ts","63","TS2339","CAT-6","🟢 Teste","Property 'provide' does not exist on type 'Provider'.","common","True"
"src/common/redis/redis.provider.p1.spec.ts","67","TS2339","CAT-6","🟢 Teste","Property 'useFactory' does not exist on type 'Provider'.","common","True"
"src/common/redis/redis.provider.p1.spec.ts","68","TS2339","CAT-6","🟢 Teste","Property 'useFactory' does not exist on type 'Provider'.","common","True"
"src/common/redis/redis.provider.p1.spec.ts","69","TS2339","CAT-6","🟢 Teste","Property 'useFactory' does not exist on type 'Provider'.","common","True"
"src/common/redis/redis.provider.p1.spec.ts","70","TS2339","CAT-6","🟢 Teste","Property 'useFactory' does not exist on type 'Provider'.","common","True"
"src/common/services/pdf.service.spec.ts","37","TS2352","CAT-6","🟢 Teste","Conversion of type '{ upsert: MockedFunction<(entityOrEntities: _QueryDeepPartialEntity<PdfIntegrityRecord> | _QueryDeepPartialEntity<PdfIntegrityRecord>[], conflictPathsOrOptions: string[] | UpsertOptions<...>) => Promise<...>>; findOne: MockedFunction<...>; }' to type 'Repository<PdfIntegrityRecord>' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","common","True"
"src/common/services/pdf.service.spec.ts","38","TS2352","CAT-6","🟢 Teste","Conversion of type '{ findOne: MockedFunction<(options: FindOneOptions<DocumentRegistryEntry>) => Promise<DocumentRegistryEntry | null>>; }' to type 'Repository<DocumentRegistryEntry>' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","common","True"
"src/common/services/storage.service.spec.ts","49","TS2352","CAT-6","🟢 Teste","Conversion of type 'typeof PutObjectCommand' to type 'Mock<any, any, any>' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","common","True"
"src/common/services/storage.service.spec.ts","50","TS2352","CAT-6","🟢 Teste","Conversion of type 'typeof GetObjectCommand' to type 'Mock<any, any, any>' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","common","True"
"src/common/services/storage.service.spec.ts","51","TS2352","CAT-6","🟢 Teste","Conversion of type 'typeof DeleteObjectCommand' to type 'Mock<any, any, any>' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","common","True"
"src/common/throttler/resilient-throttler.interceptor.spec.ts","90","TS2339","CAT-6","🟢 Teste","Property 'authPrincipal' does not exist on type '{ path: string; url: string; headers: {}; connection: { remoteAddress: string; }; }'.","common","True"
"src/corrective-actions/corrective-actions.service.spec.ts","74","TS2352","CAT-6","🟢 Teste","Conversion of type '{ create: jest.Mock<Partial<CorrectiveAction>, [dto: Partial<CorrectiveAction>], any>; save: jest.Mock<Promise<CorrectiveAction>, [entity: ...], any>; }' to type 'Partial<Repository<CorrectiveAction>>' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","corrective-actions","True"
"src/corrective-actions/corrective-actions.service.spec.ts","80","TS2345","CAT-6","🟢 Teste","Argument of type '{ title: string; priority: ""high""; }' is not assignable to parameter of type 'CreateCorrectiveActionDto'.","corrective-actions","True"
"src/corrective-actions/corrective-actions.service.spec.ts","98","TS2322","CAT-6","🟢 Teste","Type '{ create: jest.Mock<Partial<CorrectiveAction>, [dto: Partial<CorrectiveAction>], any>; save: jest.Mock<Promise<CorrectiveAction>, [entity: ...], any>; }' is not assignable to type 'Partial<Repository<CorrectiveAction>>'.","corrective-actions","True"
"src/corrective-actions/corrective-actions.service.spec.ts","100","TS2345","CAT-6","🟢 Teste","Argument of type '{ title: string; }' is not assignable to parameter of type 'CreateCorrectiveActionDto'.","corrective-actions","True"
"src/corrective-actions/corrective-actions.service.spec.ts","115","TS2322","CAT-6","🟢 Teste","Type '{ create: jest.Mock<Partial<CorrectiveAction>, [dto: Partial<CorrectiveAction>], any>; save: jest.Mock<Promise<CorrectiveAction>, [entity: ...], any>; }' is not assignable to type 'Partial<Repository<CorrectiveAction>>'.","corrective-actions","True"
"src/corrective-actions/corrective-actions.service.spec.ts","117","TS2345","CAT-6","🟢 Teste","Argument of type '{ title: string; }' is not assignable to parameter of type 'CreateCorrectiveActionDto'.","corrective-actions","True"
"src/dashboard/dashboard-document-availability-snapshot.service.spec.ts","46","TS2345","CAT-6","🟢 Teste","Argument of type '{ hasRows: boolean; lastCheckedAt: Date; stale: boolean; }' is not assignable to parameter of type 'never'.","dashboard","True"
"src/dashboard/dashboard-document-availability-snapshot.service.spec.ts","53","TS2345","CAT-6","🟢 Teste","Argument of type 'true' is not assignable to parameter of type 'never'.","dashboard","True"
"src/dashboard/dashboard-document-availability-snapshot.service.spec.ts","71","TS2345","CAT-6","🟢 Teste","Argument of type '{ hasRows: boolean; lastCheckedAt: null; stale: boolean; }' is not assignable to parameter of type 'never'.","dashboard","True"
"src/dashboard/dashboard-document-availability-snapshot.service.spec.ts","78","TS2345","CAT-6","🟢 Teste","Argument of type 'true' is not assignable to parameter of type 'never'.","dashboard","True"
"src/dashboard/dashboard-document-availability-snapshot.service.spec.ts","81","TS2345","CAT-6","🟢 Teste","Argument of type 'true' is not assignable to parameter of type 'never'.","dashboard","True"
"src/dashboard/dashboard-document-availability-snapshot.service.spec.ts","99","TS2345","CAT-6","🟢 Teste","Argument of type '{ hasRows: boolean; lastCheckedAt: null; stale: boolean; }' is not assignable to parameter of type 'never'.","dashboard","True"
"src/dashboard/dashboard-document-availability-snapshot.service.spec.ts","106","TS2345","CAT-6","🟢 Teste","Argument of type 'false' is not assignable to parameter of type 'never'.","dashboard","True"
"src/dashboard/dashboard-document-availability-snapshot.service.spec.ts","109","TS2345","CAT-6","🟢 Teste","Argument of type 'false' is not assignable to parameter of type 'never'.","dashboard","True"
"src/dashboard/dashboard-document-availability-snapshot.service.spec.ts","125","TS2345","CAT-6","🟢 Teste","Argument of type '{ hasRows: boolean; lastCheckedAt: null; stale: boolean; }' is not assignable to parameter of type 'never'.","dashboard","True"
"src/dashboard/dashboard-document-availability-snapshot.service.spec.ts","132","TS2345","CAT-6","🟢 Teste","Argument of type 'false' is not assignable to parameter of type 'never'.","dashboard","True"
"src/dashboard/dashboard-document-availability-snapshot.service.spec.ts","135","TS2345","CAT-6","🟢 Teste","Argument of type 'undefined' is not assignable to parameter of type 'never'.","dashboard","True"
"src/dashboard/dashboard-optimization.smoke-spec.ts","241","TS18046","CAT-6","🟢 Teste","'result.leading' is of type 'unknown'.","dashboard","True"
"src/dashboard/dashboard-optimization.smoke-spec.ts","246","TS18046","CAT-6","🟢 Teste","'result.leading' is of type 'unknown'.","dashboard","True"
"src/dashboard/dashboard-pending-queue.service.spec.ts","46","TS2554","CAT-6","🟢 Teste","Expected 9 arguments, but got 8.","dashboard","True"
"src/dashboard/dashboard-pending-queue.service.spec.ts","425","TS2322","CAT-6","🟢 Teste","Type 'null' is not assignable to type 'string | undefined'.","dashboard","True"
"src/dds/dds.service.spec.ts","97","TS2353","CAT-6","🟢 Teste","Object literal may only specify known properties, and 'createQueryBuilder' does not exist in type '{ save: Mock<any, any, any>; update: Mock<any, any, any>; softDelete: Mock<any, any, any>; }'.","dds","True"
"src/dds/dds.service.spec.ts","168","TS2352","CAT-6","🟢 Teste","Conversion of type '{ getTenantId: jest.Mock<string, [], any>; }' to type 'TenantService' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.","dds","True"
"src/dds/dds.service.spec.ts","205","TS2722","CAT-6","🟢 Teste","Cannot invoke an object which is possibly 'undefined'.","dds","True"
"src/dds/dds.service.spec.ts","205","TS2345","CAT-6","🟢 Teste","Argument of type '{ getRepository: jest.Mock<{ update: jest.Mock<any, any, any>; }, [], any>; }' is not assignable to parameter of type 'EntityManager'.","dds","True"
"src/dds/dds.service.spec.ts","414","TS2722","CAT-6","🟢 Teste","Cannot invoke an object which is possibly 'undefined'.","dds","True"
"src/dds/dds.service.spec.ts","414","TS2345","CAT-6","🟢 Teste","Argument of type '{ getRepository: jest.Mock<{ softDelete: jest.Mock<any, any, any>; }, [], any>; }' is not assignable to parameter of type 'EntityManager'.","dds","True"
"src/dids/dids.service.spec.ts","76","TS2345","CAT-6","🟢 Teste","Argument of type '({ where }: FindOneOptions<Did>) => Did | null' is not assignable to parameter of type '(options: FindOneOptions<Did>) => Promise<Did | null>'.","dids","True"
"src/dids/dids.service.spec.ts","94","TS2554","CAT-6","🟢 Teste","Expected 2 arguments, but got 1.","dids","True"
"src/document-import/services/document-import.service.spec.ts","212","TS2339","CAT-6","🟢 Teste","Property 'jobId' does not exist on type '{ attempts?: number | undefined; timeout?: number | undefined; }'.","document-import","True"
"src/document-registry/document-governance.integration.spec.ts","292","TS2554","CAT-6","🟢 Teste","Expected 15-16 arguments, but got 13.","document-registry","True"
"src/document-registry/document-governance.integration.spec.ts","307","TS2554","CAT-6","🟢 Teste","Expected 6-8 arguments, but got 5.","document-registry","True"
"src/document-registry/document-governance.integration.spec.ts","320","TS2554","CAT-6","🟢 Teste","Expected 12-14 arguments, but got 11.","document-registry","True"
"src/document-registry/document-governance.service.spec.ts","28","TS2322","CAT-6","🟢 Teste","Type 'Mock<Promise<unknown>, [cb: (tx: EntityManager) => Promise<unknown>], any>' is not assignable to type '{ <T>(runInTransaction: (entityManager: EntityManager) => Promise<T>): Promise<T>; <T>(isolationLevel: IsolationLevel, runInTransaction: (entityManager: EntityManager) => Promise<...>): Promise<...>; }'.","document-registry","True"
"src/epi-assignments/epi-assignments.service.spec.ts","89","TS2345","CAT-6","🟢 Teste","Argument of type '{ epi_id: string; user_id: string; }' is not assignable to parameter of type 'CreateEpiAssignmentDto'.","epi-assignments","True"
"src/epi-assignments/epi-assignments.service.spec.ts","101","TS2345","CAT-6","🟢 Teste","Argument of type '{ epi_id: string; user_id: string; }' is not assignable to parameter of type 'CreateEpiAssignmentDto'.","epi-assignments","True"
"src/epi-assignments/epi-assignments.service.spec.ts","114","TS2322","CAT-6","🟢 Teste","Type 'Mock<EpiAssignment, [dto: DeepPartial<EpiAssignment>], any>' is not assignable to type '{ (): EpiAssignment; (entityLikeArray: DeepPartial<EpiAssignment>[]): EpiAssignment[]; (entityLike: DeepPartial<EpiAssignment>): EpiAssignment; }'.","epi-assignments","True"
